Player,Team,GAME_DATE,MATCHUP,Win/Loss,Minutes,2PTMade,2PTAttempted,2PT_%,3PTMade,3PT_Attempted,3PT_%,FreeThrowsMade,FreeThrowsAttempted,FreeThrow%,OffensiveRebounds,DefensiveRebounds,TotRebounds,Assists,Steals,Blocks,Turnovers,PersonalFouls,Points,+/-
Precious Achiuwa,Knicks,"JAN 03, 2024",NYK vs. CHI,W,11,2,2,100.0%,0,0,0.0%,0,0,0.0%,2,1,3,1,0,1,0,2,4,-16
Precious Achiuwa,Knicks,"JAN 01, 2024",NYK vs. MIN,W,9,0,2,0.0%,0,0,0.0%,0,0,0.0%,1,2,3,0,0,0,0,2,0,-3
Precious Achiuwa,Knicks,"DEC 29, 2023",TOR @ BOS,L,2,0,1,0.0%,0,0,0.0%,0,0,0.0%,0,2,2,0,0,0,0,0,0,1
Precious Achiuwa,Knicks,"DEC 27, 2023",TOR @ WAS,W,11,1,2,50.0%,0,0,0.0%,1,2,50.0%,0,1,1,0,1,1,1,0,3,5
Precious Achiuwa,Knicks,"DEC 23, 2023",TOR vs. UTA,L,21,3,7,42.9%,0,3,0.0%,2,2,100.0%,1,1,2,1,0,2,0,1,8,-3
Precious Achiuwa,Knicks,"DEC 22, 2023",TOR @ PHI,L,16,2,9,22.2%,0,2,0.0%,0,2,0.0%,3,3,6,1,2,0,1,2,4,-1
Precious Achiuwa,Knicks,"DEC 20, 2023",TOR vs. DEN,L,25,6,10,60.0%,1,2,50.0%,0,1,0.0%,4,1,5,1,1,1,1,2,13,6
Precious Achiuwa,Knicks,"DEC 18, 2023",TOR vs. CHA,W,18,5,9,55.6%,0,1,0.0%,2,4,50.0%,5,2,7,1,1,0,0,1,12,12
Precious Achiuwa,Knicks,"DEC 15, 2023",TOR vs. ATL,L,17,4,7,57.1%,0,2,0.0%,1,2,50.0%,0,2,2,5,0,0,0,1,9,-9
Precious Achiuwa,Knicks,"DEC 13, 2023",TOR vs. ATL,W,17,2,5,40.0%,1,3,33.3%,2,2,100.0%,1,6,7,1,1,2,2,0,7,-5
Precious Achiuwa,Knicks,"DEC 11, 2023",TOR @ NYK,L,21,3,8,37.5%,1,4,25.0%,2,2,100.0%,0,5,5,3,1,0,1,4,9,-1
Precious Achiuwa,Knicks,"DEC 08, 2023",TOR @ CHA,L,22,7,10,70.0%,3,4,75.0%,0,0,0.0%,4,6,10,1,0,0,4,4,17,5
Precious Achiuwa,Knicks,"DEC 06, 2023",TOR vs. MIA,L,13,4,7,57.1%,1,3,33.3%,0,0,0.0%,0,3,3,2,1,0,1,0,9,-4
Precious Achiuwa,Knicks,"DEC 01, 2023",TOR vs. NYK,L,17,4,11,36.4%,0,1,0.0%,0,0,0.0%,5,1,6,1,0,0,1,2,8,-22
Precious Achiuwa,Knicks,"NOV 29, 2023",TOR vs. PHX,W,18,5,10,50.0%,1,1,100.0%,3,4,75.0%,6,4,10,1,2,0,1,2,14,6
Precious Achiuwa,Knicks,"NOV 28, 2023",TOR @ BKN,L,10,0,4,0.0%,0,2,0.0%,1,4,25.0%,1,2,3,1,1,0,1,3,1,-2
Precious Achiuwa,Knicks,"NOV 26, 2023",TOR @ CLE,L,13,1,4,25.0%,1,2,50.0%,1,4,25.0%,0,2,2,1,1,0,0,0,4,-15
Precious Achiuwa,Knicks,"NOV 24, 2023",TOR vs. CHI,W,18,3,4,75.0%,0,0,0.0%,2,2,100.0%,3,4,7,4,0,3,2,0,8,-2
Precious Achiuwa,Knicks,"NOV 21, 2023",TOR @ ORL,L,15,2,4,50.0%,0,1,0.0%,1,2,50.0%,2,4,6,4,1,0,3,3,5,-9
Precious Achiuwa,Knicks,"NOV 19, 2023",TOR vs. DET,W,19,5,10,50.0%,2,4,50.0%,0,2,0.0%,3,3,6,5,0,0,0,1,12,17
Precious Achiuwa,Knicks,"NOV 17, 2023",TOR vs. BOS,L,24,2,4,50.0%,0,2,0.0%,1,2,50.0%,0,9,9,1,2,0,1,1,5,-2
Precious Achiuwa,Knicks,"NOV 15, 2023",TOR vs. MIL,L,17,4,7,57.1%,1,2,50.0%,2,2,100.0%,3,1,4,0,0,2,1,3,11,-3
Precious Achiuwa,Knicks,"NOV 13, 2023",TOR vs. WAS,W,19,5,8,62.5%,0,1,0.0%,0,0,0.0%,1,3,4,1,1,0,2,1,10,8
Precious Achiuwa,Knicks,"NOV 11, 2023",TOR @ BOS,L,19,1,5,20.0%,0,2,0.0%,0,0,0.0%,0,5,5,5,0,0,0,1,2,-12
Precious Achiuwa,Knicks,"OCT 28, 2023",TOR vs. PHI,L,18,3,10,30.0%,0,1,0.0%,0,0,0.0%,3,4,7,3,0,1,1,1,6,5
Precious Achiuwa,Knicks,"OCT 27, 2023",TOR @ CHI,L,23,2,5,40.0%,1,3,33.3%,3,3,100.0%,2,7,9,1,0,0,3,6,8,-22
Precious Achiuwa,Knicks,"OCT 25, 2023",TOR vs. MIN,W,24,4,9,44.4%,0,1,0.0%,0,0,0.0%,3,5,8,0,0,0,2,1,8,-5
Precious Achiuwa - Average,Average,,,,16.9,3.0,6.4,43.8%,0.5,1.7,18.5%,0.9,1.6,36.1%,2.0,3.3,5.3,1.7,0.6,0.5,1.1,1.6,7.3,-2.6
Bam Adebayo,Heat,"JAN 03, 2024",MIA @ LAL,W,38,5,14,35.7%,0,1,0.0%,5,6,83.3%,3,4,7,5,3,0,2,4,15,12
Bam Adebayo,Heat,"JAN 01, 2024",MIA @ LAC,L,36,6,17,35.3%,0,2,0.0%,9,13,69.2%,3,12,15,4,0,0,3,3,21,-12
Bam Adebayo,Heat,"DEC 30, 2023",MIA @ UTA,L,37,7,13,53.8%,0,0,0.0%,14,20,70.0%,3,13,16,3,3,3,4,1,28,-3
Bam Adebayo,Heat,"DEC 28, 2023",MIA @ GSW,W,36,7,13,53.8%,0,0,0.0%,3,4,75.0%,2,9,11,4,0,0,0,2,17,8
Bam Adebayo,Heat,"DEC 25, 2023",MIA vs. PHI,W,36,9,15,60.0%,0,0,0.0%,8,12,66.7%,3,12,15,5,0,3,4,1,26,0
Bam Adebayo,Heat,"DEC 22, 2023",MIA vs. ATL,W,38,5,14,35.7%,0,1,0.0%,8,10,80.0%,2,9,11,6,2,0,6,2,18,10
Bam Adebayo,Heat,"DEC 20, 2023",MIA @ ORL,W,30,7,15,46.7%,0,0,0.0%,4,5,80.0%,0,7,7,2,1,0,1,4,18,-6
Bam Adebayo,Heat,"DEC 18, 2023",MIA vs. MIN,L,36,10,22,45.5%,0,0,0.0%,2,3,66.7%,3,3,6,6,1,1,4,3,22,-3
Bam Adebayo,Heat,"NOV 30, 2023",MIA vs. IND,W,12,3,9,33.3%,0,0,0.0%,1,2,50.0%,0,4,4,2,0,0,0,1,7,-2
Bam Adebayo,Heat,"NOV 28, 2023",MIA vs. MIL,L,42,13,27,48.1%,0,0,0.0%,5,7,71.4%,2,8,10,5,0,2,2,3,31,-16
Bam Adebayo,Heat,"NOV 24, 2023",MIA @ NYK,L,35,8,16,50.0%,0,1,0.0%,5,6,83.3%,2,10,12,2,2,0,2,4,21,0
Bam Adebayo,Heat,"NOV 20, 2023",MIA @ CHI,W,30,8,14,57.1%,0,0,0.0%,7,9,77.8%,3,8,11,6,1,0,1,3,23,7
Bam Adebayo,Heat,"NOV 18, 2023",MIA @ CHI,L,36,8,12,66.7%,0,0,0.0%,8,8,100.0%,1,9,10,5,0,0,3,3,24,-1
Bam Adebayo,Heat,"NOV 16, 2023",MIA vs. BKN,W,34,8,15,53.3%,0,0,0.0%,4,4,100.0%,2,5,7,4,2,0,2,2,20,-6
Bam Adebayo,Heat,"NOV 14, 2023",MIA @ CHA,W,36,8,16,50.0%,0,0,0.0%,5,6,83.3%,0,11,11,4,3,1,1,3,21,1
Bam Adebayo,Heat,"NOV 12, 2023",MIA @ SAS,W,34,10,20,50.0%,0,0,0.0%,4,5,80.0%,4,7,11,6,3,0,0,0,24,-10
Bam Adebayo,Heat,"NOV 11, 2023",MIA @ ATL,W,39,9,12,75.0%,0,0,0.0%,8,8,100.0%,4,13,17,4,2,2,3,2,26,-5
Bam Adebayo,Heat,"NOV 08, 2023",MIA @ MEM,W,36,8,15,53.3%,0,0,0.0%,14,16,87.5%,0,11,11,1,1,3,4,5,30,15
Bam Adebayo,Heat,"NOV 06, 2023",MIA vs. LAL,W,38,9,20,45.0%,1,1,100.0%,3,5,60.0%,5,14,19,10,2,2,4,2,22,5
Bam Adebayo,Heat,"NOV 03, 2023",MIA vs. WAS,W,30,8,15,53.3%,0,0,0.0%,2,2,100.0%,0,4,4,3,0,0,4,3,18,6
Bam Adebayo,Heat,"NOV 01, 2023",MIA vs. BKN,L,33,8,12,66.7%,0,0,0.0%,5,5,100.0%,4,10,14,3,2,2,4,0,21,5
Bam Adebayo,Heat,"OCT 28, 2023",MIA @ MIN,L,33,7,14,50.0%,0,1,0.0%,5,10,50.0%,1,2,3,2,0,0,4,4,19,-10
Bam Adebayo,Heat,"OCT 27, 2023",MIA @ BOS,L,35,10,23,43.5%,0,0,0.0%,7,9,77.8%,3,4,7,2,1,2,3,1,27,0
Bam Adebayo,Heat,"OCT 25, 2023",MIA vs. DET,W,32,7,13,53.8%,0,0,0.0%,8,10,80.0%,2,6,8,3,0,2,2,3,22,-4
Bam Adebayo - Average,Average,,,,34.2,7.8,15.7,50.6%,0.0,0.3,4.2%,6.0,7.7,78.8%,2.2,8.1,10.3,4.0,1.2,1.0,2.6,2.5,21.7,-0.4
Ochai Agbaji,Jazz,"JAN 03, 2024",UTA vs. DET,W,13,1,1,100.0%,1,1,100.0%,0,0,0.0%,0,1,1,2,2,0,1,2,3,-6
Ochai Agbaji,Jazz,"JAN 01, 2024",UTA vs. DAL,W,19,1,6,16.7%,0,5,0.0%,0,0,0.0%,1,1,2,0,0,0,1,1,2,10
Ochai Agbaji,Jazz,"DEC 30, 2023",UTA vs. MIA,W,15,0,4,0.0%,0,3,0.0%,0,2,0.0%,0,0,0,0,0,1,0,1,0,1
Ochai Agbaji,Jazz,"DEC 28, 2023",UTA @ NOP,L,16,1,2,50.0%,0,0,0.0%,0,0,0.0%,0,1,1,2,0,0,2,0,2,-4
Ochai Agbaji,Jazz,"DEC 26, 2023",UTA @ SAS,W,19,4,6,66.7%,2,4,50.0%,0,0,0.0%,1,3,4,1,0,0,0,0,10,18
Ochai Agbaji,Jazz,"DEC 23, 2023",UTA @ TOR,W,24,3,5,60.0%,1,3,33.3%,2,2,100.0%,0,3,3,0,0,1,1,2,9,8
Ochai Agbaji,Jazz,"DEC 21, 2023",UTA @ DET,W,33,7,12,58.3%,2,6,33.3%,2,2,100.0%,0,2,2,0,2,0,0,4,18,10
Ochai Agbaji,Jazz,"DEC 20, 2023",UTA @ CLE,L,16,1,1,100.0%,1,1,100.0%,0,0,0.0%,1,2,3,1,0,1,0,1,3,-17
Ochai Agbaji,Jazz,"DEC 18, 2023",UTA vs. BKN,W,23,6,10,60.0%,1,5,20.0%,0,0,0.0%,1,2,3,2,1,1,2,1,13,13
Ochai Agbaji,Jazz,"DEC 16, 2023",UTA @ SAC,L,23,2,7,28.6%,1,3,33.3%,0,0,0.0%,3,1,4,0,1,0,0,2,5,2
Ochai Agbaji,Jazz,"DEC 14, 2023",UTA @ POR,W,26,7,12,58.3%,2,6,33.3%,0,0,0.0%,0,3,3,2,0,0,1,3,16,-17
Ochai Agbaji,Jazz,"DEC 13, 2023",UTA vs. NYK,W,30,2,12,16.7%,1,5,20.0%,0,0,0.0%,3,1,4,2,0,0,0,2,5,16
Ochai Agbaji,Jazz,"DEC 11, 2023",UTA @ OKC,L,22,1,4,25.0%,0,1,0.0%,0,0,0.0%,0,1,1,2,3,1,1,1,2,-19
Ochai Agbaji,Jazz,"DEC 08, 2023",UTA vs. LAC,L,17,2,4,50.0%,1,2,50.0%,0,0,0.0%,0,1,1,0,0,0,1,2,5,5
Ochai Agbaji,Jazz,"DEC 06, 2023",UTA @ DAL,L,30,7,14,50.0%,5,10,50.0%,2,2,100.0%,0,0,0,0,2,0,0,1,21,-47
Ochai Agbaji,Jazz,"DEC 02, 2023",UTA vs. POR,W,26,3,4,75.0%,0,0,0.0%,0,0,0.0%,0,2,2,0,0,0,2,2,6,8
Ochai Agbaji,Jazz,"NOV 30, 2023",UTA @ MIN,L,36,5,10,50.0%,3,6,50.0%,0,0,0.0%,3,3,6,3,4,0,1,1,13,-3
Ochai Agbaji,Jazz,"NOV 29, 2023",UTA @ MEM,L,21,2,5,40.0%,1,4,25.0%,0,0,0.0%,1,3,4,3,0,0,1,1,5,-1
Ochai Agbaji,Jazz,"NOV 27, 2023",UTA vs. NOP,W,16,4,7,57.1%,3,6,50.0%,1,1,100.0%,0,0,0,0,0,0,0,1,12,5
Ochai Agbaji,Jazz,"NOV 25, 2023",UTA vs. NOP,W,22,3,8,37.5%,2,7,28.6%,1,1,100.0%,0,1,1,3,3,0,1,1,9,5
Ochai Agbaji,Jazz,"NOV 22, 2023",UTA @ POR,L,14,4,4,100.0%,1,1,100.0%,0,0,0.0%,0,0,0,1,0,1,1,0,9,-9
Ochai Agbaji,Jazz,"NOV 21, 2023",UTA @ LAL,L,17,0,5,0.0%,0,3,0.0%,0,0,0.0%,1,2,3,0,0,0,1,2,0,-16
Ochai Agbaji,Jazz,"NOV 19, 2023",UTA vs. PHX,L,34,1,1,100.0%,1,1,100.0%,0,0,0.0%,2,1,3,1,1,1,1,4,3,-14
Ochai Agbaji,Jazz,"NOV 17, 2023",UTA vs. PHX,L,25,3,4,75.0%,2,2,100.0%,0,0,0.0%,2,3,5,0,0,3,0,3,8,4
Ochai Agbaji,Jazz,"NOV 14, 2023",UTA vs. POR,W,26,2,7,28.6%,0,2,0.0%,2,2,100.0%,4,4,8,1,2,1,0,1,6,5
Ochai Agbaji,Jazz,"NOV 10, 2023",UTA @ MEM,W,30,6,8,75.0%,3,5,60.0%,0,0,0.0%,1,5,6,1,1,2,1,3,15,3
Ochai Agbaji,Jazz,"NOV 08, 2023",UTA @ IND,L,26,1,3,33.3%,1,3,33.3%,0,0,0.0%,1,3,4,1,0,1,3,0,3,-3
Ochai Agbaji,Jazz,"NOV 06, 2023",UTA @ CHI,L,11,1,3,33.3%,1,2,50.0%,0,0,0.0%,0,1,1,1,0,1,1,2,3,-15
Ochai Agbaji,Jazz,"NOV 04, 2023",UTA @ MIN,L,17,3,5,60.0%,2,4,50.0%,0,1,0.0%,2,0,2,1,0,0,0,1,8,-4
Ochai Agbaji,Jazz,"NOV 02, 2023",UTA vs. ORL,L,8,1,2,50.0%,0,1,0.0%,0,0,0.0%,0,0,0,1,0,0,0,2,2,-1
Ochai Agbaji,Jazz,"NOV 01, 2023",UTA vs. MEM,W,18,2,5,40.0%,2,5,40.0%,0,1,0.0%,0,3,3,1,0,0,2,0,6,5
Ochai Agbaji,Jazz,"OCT 30, 2023",UTA @ DEN,L,15,0,5,0.0%,0,2,0.0%,0,0,0.0%,1,1,2,2,0,0,0,0,0,-1
Ochai Agbaji,Jazz,"OCT 28, 2023",UTA @ PHX,L,6,0,1,0.0%,0,1,0.0%,0,0,0.0%,0,0,0,0,0,1,0,0,0,-3
Ochai Agbaji,Jazz,"OCT 27, 2023",UTA vs. LAC,W,12,1,3,33.3%,0,2,0.0%,0,0,0.0%,0,1,1,2,1,1,0,3,2,-2
Ochai Agbaji,Jazz,"OCT 25, 2023",UTA vs. SAC,L,19,2,6,33.3%,1,2,50.0%,0,0,0.0%,0,3,3,0,0,0,0,2,5,-11
Ochai Agbaji - Average,Average,,,,20.7,2.5,5.6,47.5%,1.2,3.3,36.0%,0.3,0.4,17.1%,0.8,1.7,2.5,1.0,0.7,0.5,0.7,1.5,6.5,-2.1
Santi Aldama,Grizzlies,"JAN 03, 2024",MEM vs. TOR,L,22,2,6,33.3%,2,4,50.0%,1,2,50.0%,1,7,8,3,1,0,1,4,7,2
Santi Aldama,Grizzlies,"JAN 02, 2024",MEM vs. SAS,W,28,5,6,83.3%,1,2,50.0%,2,2,100.0%,2,9,11,0,0,1,0,1,13,12
Santi Aldama,Grizzlies,"DEC 31, 2023",MEM vs. SAC,L,14,2,6,33.3%,1,5,20.0%,0,2,0.0%,0,2,2,1,0,0,0,0,5,-13
Santi Aldama,Grizzlies,"DEC 29, 2023",MEM @ LAC,L,22,5,7,71.4%,2,3,66.7%,0,0,0.0%,1,4,5,1,1,0,0,1,12,0
Santi Aldama,Grizzlies,"DEC 26, 2023",MEM @ NOP,W,9,0,2,0.0%,0,2,0.0%,0,0,0.0%,0,2,2,0,0,1,0,2,0,-8
Santi Aldama,Grizzlies,"DEC 23, 2023",MEM @ ATL,W,27,2,7,28.6%,1,4,25.0%,1,2,50.0%,0,4,4,3,0,1,1,0,6,3
Santi Aldama,Grizzlies,"DEC 21, 2023",MEM vs. IND,W,25,5,7,71.4%,3,5,60.0%,0,0,0.0%,0,3,3,2,1,0,2,0,13,24
Santi Aldama,Grizzlies,"DEC 19, 2023",MEM @ NOP,W,16,3,4,75.0%,2,2,100.0%,0,0,0.0%,2,1,3,0,1,1,0,1,8,-5
Santi Aldama,Grizzlies,"DEC 18, 2023",MEM @ OKC,L,20,2,10,20.0%,2,7,28.6%,3,4,75.0%,2,7,9,1,0,0,1,1,9,-21
Santi Aldama,Grizzlies,"DEC 15, 2023",MEM vs. HOU,L,26,4,8,50.0%,2,4,50.0%,1,2,50.0%,2,2,4,0,0,0,2,3,11,-12
Santi Aldama,Grizzlies,"DEC 13, 2023",MEM @ HOU,L,16,3,4,75.0%,1,2,50.0%,0,0,0.0%,0,5,5,1,0,2,1,4,7,-11
Santi Aldama,Grizzlies,"DEC 11, 2023",MEM vs. DAL,L,20,2,6,33.3%,2,5,40.0%,0,0,0.0%,0,2,2,3,2,1,1,2,6,-1
Santi Aldama,Grizzlies,"DEC 08, 2023",MEM vs. MIN,L,24,2,8,25.0%,1,3,33.3%,4,6,66.7%,4,6,10,6,0,1,0,1,9,-11
Santi Aldama,Grizzlies,"DEC 06, 2023",MEM @ DET,W,26,3,9,33.3%,1,3,33.3%,0,0,0.0%,3,0,3,3,1,1,1,0,7,14
Santi Aldama,Grizzlies,"DEC 02, 2023",MEM @ PHX,L,31,3,10,30.0%,1,6,16.7%,0,0,0.0%,0,7,7,1,3,1,1,5,7,-5
Santi Aldama,Grizzlies,"DEC 01, 2023",MEM @ DAL,W,33,7,10,70.0%,1,4,25.0%,2,2,100.0%,5,7,12,3,1,1,1,1,17,17
Santi Aldama,Grizzlies,"NOV 29, 2023",MEM vs. UTA,W,25,4,9,44.4%,1,4,25.0%,2,4,50.0%,2,2,4,1,1,1,1,1,11,7
Santi Aldama,Grizzlies,"NOV 26, 2023",MEM vs. MIN,L,27,6,15,40.0%,1,7,14.3%,1,2,50.0%,2,5,7,2,0,0,1,0,14,-15
Santi Aldama,Grizzlies,"NOV 24, 2023",MEM vs. PHX,L,36,9,20,45.0%,3,10,30.0%,0,0,0.0%,1,4,5,0,0,0,0,2,21,-18
Santi Aldama,Grizzlies,"NOV 22, 2023",MEM @ HOU,L,22,2,5,40.0%,1,3,33.3%,3,3,100.0%,0,2,2,0,0,1,0,5,8,-4
Santi Aldama,Grizzlies,"NOV 19, 2023",MEM vs. BOS,L,39,11,27,40.7%,6,15,40.0%,0,0,0.0%,4,8,12,6,2,0,1,2,28,4
Santi Aldama,Grizzlies,"NOV 18, 2023",MEM @ SAS,W,36,7,15,46.7%,1,5,20.0%,2,3,66.7%,2,8,10,3,1,1,3,2,17,19
Santi Aldama,Grizzlies,"NOV 14, 2023",MEM @ LAL,L,25,9,15,60.0%,3,8,37.5%,3,5,60.0%,0,5,5,4,0,2,3,0,24,-12
Santi Aldama,Grizzlies,"NOV 12, 2023",MEM @ LAC,W,21,4,8,50.0%,1,4,25.0%,0,0,0.0%,0,3,3,2,0,1,2,1,9,-3
Santi Aldama,Grizzlies,"NOV 10, 2023",MEM vs. UTA,L,13,2,3,66.7%,1,1,100.0%,1,2,50.0%,0,2,2,0,0,0,0,1,6,2
Santi Aldama,Grizzlies,"NOV 08, 2023",MEM vs. MIA,L,26,5,14,35.7%,2,4,50.0%,0,2,0.0%,2,6,8,0,2,1,1,4,12,8
Santi Aldama,Grizzlies,"NOV 05, 2023",MEM @ POR,W,20,3,8,37.5%,1,3,33.3%,0,0,0.0%,1,4,5,3,0,0,2,0,7,-4
Santi Aldama - Average,Average,,,,24.0,4.1,9.2,45.9%,1.6,4.6,39.1%,1.0,1.6,32.2%,1.3,4.3,5.7,1.8,0.6,0.7,1.0,1.6,10.9,-1.1
Nickeil Alexander-Walker,Timberwolves,"JAN 03, 2024",MIN vs. NOP,L,19,1,3,33.3%,0,2,0.0%,2,2,100.0%,0,0,0,1,0,0,1,0,4,-5
Nickeil Alexander-Walker,Timberwolves,"JAN 01, 2024",MIN @ NYK,L,17,1,3,33.3%,1,2,50.0%,0,0,0.0%,0,0,0,2,0,0,0,2,3,4
Nickeil Alexander-Walker,Timberwolves,"DEC 30, 2023",MIN vs. LAL,W,16,2,4,50.0%,2,4,50.0%,0,0,0.0%,0,2,2,2,1,0,2,4,6,-1
Nickeil Alexander-Walker,Timberwolves,"DEC 28, 2023",MIN vs. DAL,W,24,1,3,33.3%,1,3,33.3%,0,0,0.0%,0,0,0,3,4,1,0,0,3,-3
Nickeil Alexander-Walker,Timberwolves,"DEC 26, 2023",MIN @ OKC,L,19,3,3,100.0%,2,2,100.0%,0,0,0.0%,1,0,1,3,1,0,0,3,8,-13
Nickeil Alexander-Walker,Timberwolves,"DEC 23, 2023",MIN @ SAC,W,23,1,4,25.0%,0,2,0.0%,0,0,0.0%,0,0,0,0,0,0,0,2,2,-1
Nickeil Alexander-Walker,Timberwolves,"DEC 21, 2023",MIN vs. LAL,W,15,2,6,33.3%,1,5,20.0%,0,0,0.0%,0,1,1,3,3,0,1,2,5,6
Nickeil Alexander-Walker,Timberwolves,"DEC 20, 2023",MIN @ PHI,L,16,2,3,66.7%,0,1,0.0%,0,0,0.0%,0,2,2,2,0,1,0,1,4,-23
Nickeil Alexander-Walker,Timberwolves,"DEC 18, 2023",MIN @ MIA,W,22,2,5,40.0%,2,4,50.0%,2,2,100.0%,1,0,1,3,1,0,0,2,8,13
Nickeil Alexander-Walker,Timberwolves,"DEC 16, 2023",MIN vs. IND,W,26,1,6,16.7%,1,2,50.0%,0,0,0.0%,0,2,2,1,1,0,1,0,3,2
Nickeil Alexander-Walker,Timberwolves,"DEC 14, 2023",MIN @ DAL,W,20,5,6,83.3%,3,4,75.0%,0,0,0.0%,1,0,1,1,0,1,1,2,13,20
Nickeil Alexander-Walker,Timberwolves,"DEC 11, 2023",MIN @ NOP,L,24,2,7,28.6%,1,4,25.0%,2,2,100.0%,0,1,1,5,1,1,3,4,7,-13
Nickeil Alexander-Walker,Timberwolves,"DEC 08, 2023",MIN @ MEM,W,34,4,9,44.4%,4,8,50.0%,2,2,100.0%,2,0,2,2,0,1,2,2,14,23
Nickeil Alexander-Walker,Timberwolves,"DEC 06, 2023",MIN vs. SAS,W,20,3,8,37.5%,1,6,16.7%,0,0,0.0%,0,2,2,0,0,0,1,1,7,2
Nickeil Alexander-Walker,Timberwolves,"DEC 02, 2023",MIN @ CHA,W,30,2,5,40.0%,0,2,0.0%,2,2,100.0%,0,2,2,2,0,0,1,1,6,-7
Nickeil Alexander-Walker,Timberwolves,"NOV 30, 2023",MIN vs. UTA,W,36,8,16,50.0%,4,8,50.0%,0,0,0.0%,2,3,5,7,5,2,4,4,20,15
Nickeil Alexander-Walker,Timberwolves,"NOV 28, 2023",MIN vs. OKC,W,26,1,7,14.3%,1,5,20.0%,0,0,0.0%,1,1,2,1,0,0,2,2,3,-4
Nickeil Alexander-Walker,Timberwolves,"NOV 26, 2023",MIN @ MEM,W,34,3,7,42.9%,2,6,33.3%,1,3,33.3%,0,1,1,3,1,0,1,2,9,17
Nickeil Alexander-Walker,Timberwolves,"NOV 24, 2023",MIN vs. SAC,L,22,2,8,25.0%,2,7,28.6%,0,0,0.0%,1,0,1,2,2,1,0,4,6,-12
Nickeil Alexander-Walker,Timberwolves,"NOV 22, 2023",MIN vs. PHI,W,29,3,6,50.0%,1,4,25.0%,0,0,0.0%,2,4,6,4,0,1,0,4,7,22
Nickeil Alexander-Walker,Timberwolves,"NOV 20, 2023",MIN vs. NYK,W,33,4,8,50.0%,3,6,50.0%,0,0,0.0%,1,2,3,3,0,0,0,2,11,15
Nickeil Alexander-Walker,Timberwolves,"NOV 18, 2023",MIN @ NOP,W,18,4,7,57.1%,2,4,50.0%,0,0,0.0%,0,1,1,3,1,1,2,2,10,6
Nickeil Alexander-Walker,Timberwolves,"NOV 15, 2023",MIN @ PHX,L,23,3,6,50.0%,2,5,40.0%,0,0,0.0%,0,0,0,0,0,1,0,1,8,-5
Nickeil Alexander-Walker,Timberwolves,"NOV 14, 2023",MIN @ GSW,W,25,2,5,40.0%,1,4,25.0%,0,0,0.0%,0,0,0,1,1,1,2,1,5,-16
Nickeil Alexander-Walker,Timberwolves,"NOV 12, 2023",MIN @ GSW,W,17,4,6,66.7%,2,3,66.7%,0,0,0.0%,0,2,2,1,2,0,0,2,10,0
Nickeil Alexander-Walker,Timberwolves,"NOV 10, 2023",MIN @ SAS,W,19,3,4,75.0%,1,1,100.0%,2,2,100.0%,0,3,3,4,0,1,0,0,9,11
Nickeil Alexander-Walker,Timberwolves,"NOV 08, 2023",MIN vs. NOP,W,18,0,1,0.0%,0,1,0.0%,0,0,0.0%,0,4,4,8,1,0,2,0,0,-13
Nickeil Alexander-Walker,Timberwolves,"NOV 06, 2023",MIN vs. BOS,W,20,3,6,50.0%,2,4,50.0%,0,1,0.0%,0,1,1,3,1,0,1,3,8,13
Nickeil Alexander-Walker,Timberwolves,"NOV 04, 2023",MIN vs. UTA,W,18,0,3,0.0%,0,1,0.0%,0,1,0.0%,1,2,3,1,2,3,0,0,0,1
Nickeil Alexander-Walker,Timberwolves,"NOV 01, 2023",MIN vs. DEN,W,21,2,6,33.3%,1,2,50.0%,0,0,0.0%,0,0,0,1,0,1,0,2,5,2
Nickeil Alexander-Walker,Timberwolves,"OCT 30, 2023",MIN @ ATL,L,13,1,3,33.3%,1,3,33.3%,0,2,0.0%,0,0,0,2,0,0,1,1,3,-9
Nickeil Alexander-Walker,Timberwolves,"OCT 28, 2023",MIN vs. MIA,W,23,2,8,25.0%,1,6,16.7%,0,0,0.0%,0,3,3,3,1,2,3,3,5,8
Nickeil Alexander-Walker,Timberwolves,"OCT 25, 2023",MIN @ TOR,L,23,1,5,20.0%,0,3,0.0%,0,0,0.0%,0,4,4,2,1,0,1,3,2,-17
Nickeil Alexander-Walker - Average,Average,,,,22.5,2.4,5.7,40.8%,1.4,3.8,35.1%,0.4,0.6,19.2%,0.4,1.3,1.7,2.4,0.9,0.6,1.0,1.9,6.5,1.2
Grayson Allen,Suns,"JAN 03, 2024",PHX vs. LAC,L,32,4,9,44.4%,2,4,50.0%,0,1,0.0%,1,3,4,3,2,0,1,2,10,-19
Grayson Allen,Suns,"JAN 01, 2024",PHX vs. POR,W,28,4,7,57.1%,2,5,40.0%,2,2,100.0%,0,2,2,4,2,1,1,1,12,16
Grayson Allen,Suns,"DEC 31, 2023",PHX vs. ORL,W,35,4,8,50.0%,2,4,50.0%,0,0,0.0%,0,2,2,4,2,1,1,0,10,14
Grayson Allen,Suns,"DEC 29, 2023",PHX vs. CHA,W,33,6,8,75.0%,2,4,50.0%,2,2,100.0%,1,3,4,3,0,1,1,2,16,15
Grayson Allen,Suns,"DEC 27, 2023",PHX @ HOU,W,33,5,7,71.4%,2,4,50.0%,4,4,100.0%,1,3,4,3,0,1,3,1,16,15
