Player,Team,GAME_DATE,MATCHUP,Win/Loss,Minutes,2PTMade,2PTAttempted,2PT_%,3PTMade,3PT_Attempted,3PT_%,FreeThrowsMade,FreeThrowsAttempted,FreeThrow%,OffensiveRebounds,DefensiveRebounds,TotRebounds,Assists,Steals,Blocks,Turnovers,PersonalFouls,Points,+/-
Jordan Hawkins,Pelicans,"DEC 31, 2023",NOP vs. LAL,W,8,0,1,0.0%,0,1,0.0%,1,1,100.0%,0,2,2,1,0,0,0,1,1,4
Jordan Hawkins,Pelicans,"DEC 21, 2023",NOP @ CLE,W,12,2,5,40.0%,2,3,66.7%,0,0,0.0%,0,0,0,2,0,0,0,1,6,-4
Jordan Hawkins,Pelicans,"DEC 17, 2023",NOP @ SAS,W,12,3,6,50.0%,1,4,25.0%,0,0,0.0%,0,2,2,0,0,0,0,0,7,-1
Jordan Hawkins,Pelicans,"DEC 15, 2023",NOP @ CHA,W,4,0,1,0.0%,0,1,0.0%,0,0,0.0%,0,0,0,0,0,0,0,0,0,-3
Jordan Hawkins,Pelicans,"DEC 13, 2023",NOP @ WAS,W,19,1,7,14.3%,0,2,0.0%,0,0,0.0%,1,1,2,1,0,0,0,1,2,15
Jordan Hawkins,Pelicans,"DEC 11, 2023",NOP vs. MIN,W,1,0,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,0,0,0,0,0,-3
Jordan Hawkins,Pelicans,"DEC 07, 2023",NOP @ LAL,L,12,2,8,25.0%,0,3,0.0%,0,0,0.0%,0,2,2,0,0,0,0,1,4,-5
Jordan Hawkins,Pelicans,"DEC 02, 2023",NOP @ CHI,L,25,2,6,33.3%,2,5,40.0%,4,4,100.0%,0,1,1,0,0,0,0,2,10,-9
Jordan Hawkins,Pelicans,"DEC 01, 2023",NOP vs. SAS,W,15,1,3,33.3%,1,2,50.0%,0,0,0.0%,0,0,0,0,0,0,1,1,3,-9
Jordan Hawkins,Pelicans,"NOV 29, 2023",NOP vs. PHI,W,24,4,10,40.0%,3,8,37.5%,5,6,83.3%,2,3,5,2,0,0,2,2,16,-7
Jordan Hawkins,Pelicans,"NOV 27, 2023",NOP @ UTA,L,25,5,11,45.5%,3,6,50.0%,0,0,0.0%,1,4,5,0,0,0,0,1,13,-8
Jordan Hawkins,Pelicans,"NOV 25, 2023",NOP @ UTA,L,40,8,17,47.1%,5,12,41.7%,4,5,80.0%,1,5,6,3,1,0,4,1,25,4
Jordan Hawkins,Pelicans,"NOV 24, 2023",NOP @ LAC,W,20,3,5,60.0%,2,4,50.0%,0,0,0.0%,0,4,4,1,0,0,0,1,8,3
Jordan Hawkins,Pelicans,"NOV 22, 2023",NOP vs. SAC,W,21,3,9,33.3%,2,8,25.0%,5,5,100.0%,1,1,2,3,0,0,0,3,13,2
Jordan Hawkins,Pelicans,"NOV 20, 2023",NOP vs. SAC,W,29,3,11,27.3%,2,5,40.0%,1,1,100.0%,1,4,5,2,0,0,1,2,9,8
Jordan Hawkins,Pelicans,"NOV 18, 2023",NOP vs. MIN,L,37,6,12,50.0%,3,8,37.5%,0,0,0.0%,1,1,2,4,1,0,1,4,15,-7
Jordan Hawkins,Pelicans,"NOV 17, 2023",NOP vs. DEN,W,26,3,7,42.9%,1,3,33.3%,0,0,0.0%,0,5,5,4,0,0,0,0,7,-3
Jordan Hawkins,Pelicans,"NOV 14, 2023",NOP vs. DAL,W,33,8,17,47.1%,5,12,41.7%,4,4,100.0%,2,4,6,3,0,0,0,3,25,13
Jordan Hawkins,Pelicans,"NOV 12, 2023",NOP vs. DAL,L,28,3,13,23.1%,2,9,22.2%,2,2,100.0%,0,2,2,2,0,0,2,1,10,-28
Jordan Hawkins,Pelicans,"NOV 10, 2023",NOP @ HOU,L,41,4,11,36.4%,3,8,37.5%,3,4,75.0%,0,7,7,1,2,0,3,6,14,1
Jordan Hawkins,Pelicans,"NOV 08, 2023",NOP @ MIN,L,30,4,11,36.4%,2,5,40.0%,4,4,100.0%,0,1,1,1,0,0,2,5,14,-19
Jordan Hawkins,Pelicans,"NOV 06, 2023",NOP @ DEN,L,38,10,19,52.6%,7,14,50.0%,4,5,80.0%,1,6,7,3,1,0,1,2,31,-15
Jordan Hawkins,Pelicans,"NOV 04, 2023",NOP vs. ATL,L,24,5,11,45.5%,4,8,50.0%,1,1,100.0%,0,5,5,0,1,0,1,3,15,-3
Jordan Hawkins,Pelicans,"NOV 02, 2023",NOP vs. DET,W,29,1,7,14.3%,1,5,20.0%,3,3,100.0%,0,1,1,0,0,0,1,0,6,-8
Jordan Hawkins,Pelicans,"NOV 01, 2023",NOP @ OKC,W,37,4,19,21.1%,2,13,15.4%,0,0,0.0%,4,2,6,4,2,0,1,2,10,17
Jordan Hawkins,Pelicans,"OCT 30, 2023",NOP vs. GSW,L,35,6,13,46.2%,2,7,28.6%,0,2,0.0%,2,3,5,2,2,0,1,1,14,-14
Jordan Hawkins,Pelicans,"OCT 28, 2023",NOP vs. NYK,W,18,3,7,42.9%,3,6,50.0%,0,0,0.0%,0,4,4,1,0,0,1,0,9,1
Jordan Hawkins,Pelicans,"OCT 25, 2023",NOP @ MEM,W,9,1,2,50.0%,1,2,50.0%,0,0,0.0%,0,0,0,2,0,0,0,2,3,14
Jordan Hawkins - Average,Average,,,,22.7,3.3,8.8,34.4%,2.0,5.8,30.9%,1.5,1.7,43.1%,0.6,2.3,2.9,1.4,0.3,0.1,0.7,1.5,10.1,-1.7
Jaxson Hayes,Lakers,"JAN 03, 2024",LAL vs. MIA,L,1,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,0,0,0,0,0,0
Jaxson Hayes,Lakers,"DEC 31, 2023",LAL @ NOP,L,10,0,1,0.0%,0,0,0.0%,0,0,0.0%,0,2,2,0,0,0,0,2,0,-6
Jaxson Hayes,Lakers,"DEC 28, 2023",LAL vs. CHA,W,7,5,7,71.4%,0,0,0.0%,0,0,0.0%,1,1,2,0,0,0,0,0,10,-2
Jaxson Hayes,Lakers,"DEC 25, 2023",LAL vs. BOS,L,9,0,1,0.0%,0,0,0.0%,0,2,0.0%,0,1,1,0,0,0,0,0,0,-5
Jaxson Hayes,Lakers,"DEC 23, 2023",LAL @ OKC,W,6,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0,0,0,0,0,6
Jaxson Hayes,Lakers,"DEC 21, 2023",LAL @ MIN,L,11,1,1,100.0%,0,0,0.0%,1,1,100.0%,1,2,3,1,0,0,1,2,3,-8
Jaxson Hayes,Lakers,"DEC 20, 2023",LAL @ CHI,L,1,1,1,100.0%,0,0,0.0%,0,0,0.0%,0,1,1,0,0,0,0,0,2,0
Jaxson Hayes,Lakers,"DEC 18, 2023",LAL vs. NYK,L,8,1,1,100.0%,0,0,0.0%,0,0,0.0%,0,2,2,0,0,0,0,1,2,4
Jaxson Hayes,Lakers,"DEC 15, 2023",LAL @ SAS,L,20,3,4,75.0%,0,0,0.0%,2,3,66.7%,3,4,7,0,1,1,0,5,8,-13
Jaxson Hayes,Lakers,"DEC 13, 2023",LAL @ SAS,W,7,2,3,66.7%,0,0,0.0%,0,0,0.0%,0,1,1,0,0,0,1,1,4,2
Jaxson Hayes,Lakers,"DEC 12, 2023",LAL @ DAL,L,13,0,1,0.0%,0,0,0.0%,0,0,0.0%,2,2,4,1,0,0,0,4,0,-1
Jaxson Hayes,Lakers,"DEC 07, 2023",LAL vs. NOP,W,17,2,3,66.7%,0,1,0.0%,0,1,0.0%,0,4,4,0,0,0,1,4,4,9
Jaxson Hayes,Lakers,"DEC 05, 2023",LAL vs. PHX,W,9,0,2,0.0%,0,0,0.0%,0,0,0.0%,1,1,2,0,1,0,0,2,0,4
Jaxson Hayes,Lakers,"DEC 02, 2023",LAL vs. HOU,W,6,1,2,50.0%,0,1,0.0%,0,0,0.0%,0,0,0,0,0,0,0,3,2,-6
Jaxson Hayes,Lakers,"NOV 29, 2023",LAL @ DET,W,7,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,1,1,0,0,1,0,0,0,-4
Jaxson Hayes,Lakers,"NOV 27, 2023",LAL @ PHI,L,19,3,6,50.0%,0,2,0.0%,1,1,100.0%,2,0,2,1,0,1,2,3,7,-33
Jaxson Hayes,Lakers,"NOV 25, 2023",LAL @ CLE,W,21,5,5,100.0%,0,0,0.0%,0,0,0.0%,0,3,3,1,0,1,1,3,10,14
Jaxson Hayes,Lakers,"NOV 22, 2023",LAL vs. DAL,L,11,1,1,100.0%,0,0,0.0%,0,2,0.0%,1,3,4,0,0,0,0,1,2,7
Jaxson Hayes,Lakers,"NOV 21, 2023",LAL vs. UTA,W,19,4,4,100.0%,0,0,0.0%,2,3,66.7%,0,2,2,1,0,1,2,1,10,-2
Jaxson Hayes,Lakers,"NOV 19, 2023",LAL vs. HOU,W,5,0,0,0.0%,0,0,0.0%,0,0,0.0%,1,1,2,0,0,0,0,1,0,-4
Jaxson Hayes,Lakers,"NOV 17, 2023",LAL @ POR,W,8,0,0,0.0%,0,0,0.0%,0,1,0.0%,0,1,1,0,1,0,0,0,0,5
Jaxson Hayes,Lakers,"NOV 15, 2023",LAL vs. SAC,L,13,0,0,0.0%,0,0,0.0%,3,4,75.0%,0,1,1,0,1,0,2,4,3,-2
Jaxson Hayes,Lakers,"NOV 14, 2023",LAL vs. MEM,W,21,4,4,100.0%,0,0,0.0%,3,4,75.0%,1,0,1,1,1,3,0,2,11,6
Jaxson Hayes,Lakers,"NOV 12, 2023",LAL vs. POR,W,7,1,4,25.0%,0,0,0.0%,0,2,0.0%,0,0,0,1,0,0,1,3,2,-11
Jaxson Hayes,Lakers,"NOV 10, 2023",LAL @ PHX,W,5,1,1,100.0%,0,0,0.0%,0,0,0.0%,0,1,1,0,0,0,1,1,2,-5
Jaxson Hayes,Lakers,"NOV 04, 2023",LAL @ ORL,L,11,1,4,25.0%,0,0,0.0%,0,0,0.0%,1,0,1,1,0,1,2,3,2,-10
Jaxson Hayes,Lakers,"NOV 01, 2023",LAL vs. LAC,W,14,1,1,100.0%,0,0,0.0%,1,2,50.0%,1,1,2,1,0,1,0,1,3,0
Jaxson Hayes,Lakers,"OCT 30, 2023",LAL vs. ORL,W,10,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,2,2,0,0,0,0,2,0,5
Jaxson Hayes,Lakers,"OCT 29, 2023",LAL @ SAC,L,7,1,1,100.0%,0,0,0.0%,2,2,100.0%,0,2,2,0,0,0,0,1,4,1
Jaxson Hayes,Lakers,"OCT 26, 2023",LAL vs. PHX,W,6,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,2,2,0,1,0,2,3,0,3
Jaxson Hayes,Lakers,"OCT 24, 2023",LAL @ DEN,L,7,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,1,1,0,0,0,0,1,0,-7
Jaxson Hayes - Average,Average,,,,10.2,1.2,1.9,46.1%,0.0,0.1,0.0%,0.5,0.9,20.4%,0.5,1.4,1.8,0.3,0.2,0.3,0.5,1.7,2.9,-1.7
Killian Hayes,Pistons,"JAN 03, 2024",DET @ UTA,L,13,1,3,33.3%,0,0,0.0%,0,0,0.0%,0,4,4,6,0,1,0,2,2,4
Killian Hayes,Pistons,"JAN 01, 2024",DET @ HOU,L,19,3,8,37.5%,1,2,50.0%,1,4,25.0%,0,1,1,3,1,0,1,2,8,-2
Killian Hayes,Pistons,"DEC 30, 2023",DET vs. TOR,W,10,0,2,0.0%,0,0,0.0%,0,0,0.0%,0,1,1,4,1,0,3,2,0,1
Killian Hayes,Pistons,"DEC 28, 2023",DET @ BOS,L,10,1,3,33.3%,0,0,0.0%,0,0,0.0%,0,2,2,0,1,0,3,0,2,-10
Killian Hayes,Pistons,"DEC 16, 2023",DET @ MIL,L,14,1,4,25.0%,0,0,0.0%,0,0,0.0%,0,4,4,5,0,0,1,0,2,-3
Killian Hayes,Pistons,"DEC 15, 2023",DET @ PHI,L,21,1,6,16.7%,0,1,0.0%,3,4,75.0%,1,3,4,2,0,1,3,3,5,-28
Killian Hayes,Pistons,"DEC 13, 2023",DET vs. PHI,L,32,3,8,37.5%,0,0,0.0%,0,0,0.0%,0,3,3,6,1,0,1,2,6,1
Killian Hayes,Pistons,"DEC 11, 2023",DET vs. IND,L,23,2,4,50.0%,0,0,0.0%,2,2,100.0%,0,1,1,7,1,0,2,0,6,-4
Killian Hayes,Pistons,"DEC 08, 2023",DET @ ORL,L,32,7,11,63.6%,0,2,0.0%,2,3,66.7%,1,6,7,4,0,1,2,1,16,-22
Killian Hayes,Pistons,"DEC 06, 2023",DET vs. MEM,L,27,5,13,38.5%,1,3,33.3%,1,1,100.0%,2,2,4,4,1,0,3,3,12,-6
Killian Hayes,Pistons,"DEC 02, 2023",DET vs. CLE,L,33,6,11,54.5%,1,1,100.0%,0,1,0.0%,0,6,6,3,2,1,2,2,13,7
Killian Hayes,Pistons,"NOV 30, 2023",DET @ NYK,L,28,10,13,76.9%,2,3,66.7%,1,4,25.0%,0,3,3,4,1,1,0,3,23,-3
Killian Hayes,Pistons,"NOV 29, 2023",DET vs. LAL,L,22,3,9,33.3%,0,3,0.0%,1,1,100.0%,0,1,1,8,2,0,0,2,7,8
Killian Hayes,Pistons,"NOV 27, 2023",DET vs. WAS,L,16,0,1,0.0%,0,0,0.0%,0,0,0.0%,1,3,4,3,0,3,0,1,0,-10
Killian Hayes,Pistons,"NOV 24, 2023",DET @ IND,L,17,3,6,50.0%,0,0,0.0%,0,0,0.0%,0,1,1,3,0,0,0,0,6,-25
Killian Hayes,Pistons,"NOV 20, 2023",DET vs. DEN,L,14,0,2,0.0%,0,1,0.0%,0,0,0.0%,0,0,0,2,2,0,2,2,0,-5
Killian Hayes,Pistons,"NOV 17, 2023",DET @ CLE,L,22,2,6,33.3%,0,2,0.0%,0,0,0.0%,0,0,0,2,1,1,0,0,4,-14
Killian Hayes,Pistons,"NOV 14, 2023",DET vs. ATL,L,23,3,8,37.5%,1,3,33.3%,1,2,50.0%,0,3,3,5,1,2,1,2,8,12
Killian Hayes,Pistons,"NOV 12, 2023",DET @ CHI,L,25,3,8,37.5%,1,3,33.3%,0,0,0.0%,0,3,3,3,0,0,0,1,7,-12
Killian Hayes,Pistons,"NOV 10, 2023",DET vs. PHI,L,39,8,17,47.1%,2,6,33.3%,5,7,71.4%,0,5,5,6,2,0,2,1,23,-9
Killian Hayes,Pistons,"NOV 08, 2023",DET @ MIL,L,29,6,15,40.0%,0,3,0.0%,2,2,100.0%,0,5,5,4,1,0,1,1,14,-2
Killian Hayes,Pistons,"NOV 06, 2023",DET vs. GSW,L,34,8,12,66.7%,3,4,75.0%,2,2,100.0%,0,4,4,7,1,1,0,3,21,-6
Killian Hayes,Pistons,"NOV 05, 2023",DET vs. PHX,L,34,4,8,50.0%,1,3,33.3%,4,4,100.0%,0,2,2,5,0,1,0,4,13,-22
Killian Hayes,Pistons,"NOV 02, 2023",DET @ NOP,L,39,4,8,50.0%,2,4,50.0%,0,0,0.0%,3,2,5,9,1,0,0,4,10,10
Killian Hayes,Pistons,"NOV 01, 2023",DET vs. POR,L,26,0,6,0.0%,0,1,0.0%,0,0,0.0%,0,3,3,1,3,0,1,2,0,6
Killian Hayes,Pistons,"OCT 30, 2023",DET @ OKC,L,27,4,11,36.4%,1,4,25.0%,1,2,50.0%,0,4,4,7,1,1,1,3,10,-15
Killian Hayes,Pistons,"OCT 28, 2023",DET vs. CHI,W,23,2,5,40.0%,2,3,66.7%,0,0,0.0%,1,0,1,4,1,0,1,2,6,7
Killian Hayes,Pistons,"OCT 27, 2023",DET @ CHA,W,29,2,10,20.0%,1,3,33.3%,1,2,50.0%,0,3,3,3,2,1,3,4,6,-7
Killian Hayes,Pistons,"OCT 25, 2023",DET @ MIA,L,31,4,12,33.3%,0,6,0.0%,2,3,66.7%,0,1,1,3,2,1,1,2,10,1
Killian Hayes - Average,Average,,,,24.6,3.3,7.9,35.9%,0.7,2.1,21.8%,1.0,1.5,37.2%,0.3,2.6,2.9,4.2,1.0,0.6,1.2,1.9,8.3,-5.1
Gordon Hayward,Hornets,"DEC 26, 2023",CHA @ LAC,L,24,3,8,37.5%,0,2,0.0%,2,2,100.0%,1,1,2,5,1,0,1,2,8,-4
Gordon Hayward,Hornets,"DEC 23, 2023",CHA vs. DEN,L,31,4,7,57.1%,0,0,0.0%,0,0,0.0%,0,6,6,4,1,2,4,2,8,-3
Gordon Hayward,Hornets,"DEC 20, 2023",CHA @ IND,L,24,3,5,60.0%,1,1,100.0%,4,6,66.7%,0,1,1,3,0,0,2,0,11,-25
Gordon Hayward,Hornets,"DEC 15, 2023",CHA vs. NOP,L,34,4,10,40.0%,1,4,25.0%,0,0,0.0%,0,3,3,4,1,1,1,2,9,0
Gordon Hayward,Hornets,"DEC 13, 2023",CHA @ MIA,L,35,7,12,58.3%,1,2,50.0%,5,5,100.0%,1,4,5,7,0,0,4,2,20,1
Gordon Hayward,Hornets,"DEC 11, 2023",CHA vs. MIA,L,32,7,12,58.3%,1,3,33.3%,2,4,50.0%,0,6,6,7,1,0,0,4,17,-13
Gordon Hayward,Hornets,"DEC 08, 2023",CHA vs. TOR,W,35,10,15,66.7%,1,2,50.0%,3,4,75.0%,3,1,4,4,1,0,3,1,24,2
Gordon Hayward,Hornets,"DEC 06, 2023",CHA @ CHI,L,35,10,18,55.6%,2,4,50.0%,5,5,100.0%,2,2,4,4,3,1,5,2,27,2
Gordon Hayward,Hornets,"DEC 02, 2023",CHA vs. MIN,L,31,7,11,63.6%,1,2,50.0%,2,2,100.0%,0,1,1,3,2,0,2,1,17,-14
Gordon Hayward,Hornets,"NOV 30, 2023",CHA @ BKN,W,32,8,14,57.1%,2,4,50.0%,4,4,100.0%,2,4,6,6,0,0,2,1,22,3
Gordon Hayward,Hornets,"NOV 28, 2023",CHA @ NYK,L,28,2,7,28.6%,0,2,0.0%,0,0,0.0%,2,4,6,6,0,0,2,1,4,-3
Gordon Hayward,Hornets,"NOV 26, 2023",CHA @ ORL,L,33,4,11,36.4%,2,4,50.0%,0,2,0.0%,0,5,5,2,0,1,3,1,10,-15
Gordon Hayward,Hornets,"NOV 22, 2023",CHA vs. WAS,W,30,2,8,25.0%,0,1,0.0%,0,0,0.0%,1,8,9,6,0,0,3,1,4,-18
Gordon Hayward,Hornets,"NOV 20, 2023",CHA vs. BOS,W,39,6,15,40.0%,1,2,50.0%,7,8,87.5%,3,2,5,4,1,1,2,3,20,20
Gordon Hayward,Hornets,"NOV 18, 2023",CHA vs. NYK,L,32,1,7,14.3%,0,2,0.0%,2,2,100.0%,0,3,3,4,2,0,0,3,4,-18
Gordon Hayward,Hornets,"NOV 17, 2023",CHA vs. MIL,L,29,1,9,11.1%,0,3,0.0%,0,0,0.0%,0,4,4,0,0,0,0,2,2,-27
Gordon Hayward,Hornets,"NOV 12, 2023",CHA @ NYK,L,29,3,9,33.3%,0,1,0.0%,0,0,0.0%,0,1,1,2,0,0,2,3,6,-16
Gordon Hayward,Hornets,"NOV 10, 2023",CHA @ WAS,W,36,10,20,50.0%,1,4,25.0%,6,8,75.0%,0,5,5,9,4,1,0,0,27,16
Gordon Hayward,Hornets,"NOV 08, 2023",CHA vs. WAS,L,32,6,14,42.9%,2,4,50.0%,4,6,66.7%,1,6,7,4,3,0,3,2,18,-8
Gordon Hayward,Hornets,"NOV 05, 2023",CHA @ DAL,L,34,9,23,39.1%,1,4,25.0%,1,4,25.0%,2,2,4,8,1,0,1,2,20,-4
Gordon Hayward,Hornets,"NOV 04, 2023",CHA @ IND,W,34,10,17,58.8%,1,2,50.0%,2,2,100.0%,1,5,6,3,0,2,1,3,23,-3
Gordon Hayward,Hornets,"NOV 01, 2023",CHA @ HOU,L,31,6,11,54.5%,0,1,0.0%,5,7,71.4%,2,5,7,5,1,1,1,1,17,-3
Gordon Hayward,Hornets,"OCT 30, 2023",CHA vs. BKN,L,31,6,11,54.5%,2,2,100.0%,1,1,100.0%,0,0,0,5,2,1,0,4,15,-8
Gordon Hayward,Hornets,"OCT 27, 2023",CHA vs. DET,L,34,6,15,40.0%,2,4,50.0%,5,6,83.3%,1,8,9,4,3,0,3,2,19,-10
Gordon Hayward,Hornets,"OCT 25, 2023",CHA vs. ATL,W,33,4,8,50.0%,0,1,0.0%,2,3,66.7%,3,5,8,7,1,1,6,1,10,15
Gordon Hayward - Average,Average,,,,31.9,5.6,11.9,45.3%,0.9,2.4,32.3%,2.5,3.2,58.7%,1.0,3.7,4.7,4.6,1.1,0.5,2.0,1.8,14.5,-5.3
Scoot Henderson,Trail Blazers,"JAN 03, 2024",POR @ DAL,L,33,2,11,18.2%,1,4,25.0%,2,4,50.0%,1,4,5,7,0,0,6,4,7,-28
Scoot Henderson,Trail Blazers,"JAN 01, 2024",POR @ PHX,L,34,7,18,38.9%,1,3,33.3%,2,4,50.0%,0,3,3,6,1,2,5,1,17,-18
Scoot Henderson,Trail Blazers,"DEC 29, 2023",POR vs. SAS,W,37,9,21,42.9%,3,5,60.0%,1,2,50.0%,4,3,7,11,1,1,4,5,22,-2
Scoot Henderson,Trail Blazers,"DEC 28, 2023",POR vs. SAS,L,36,8,23,34.8%,3,7,42.9%,6,6,100.0%,2,1,3,4,1,0,6,5,25,-6
Scoot Henderson,Trail Blazers,"DEC 26, 2023",POR vs. SAC,W,28,6,15,40.0%,1,3,33.3%,4,4,100.0%,1,0,1,11,0,0,1,2,17,21
Scoot Henderson,Trail Blazers,"DEC 23, 2023",POR @ GSW,L,23,4,9,44.4%,2,4,50.0%,2,4,50.0%,0,1,1,2,3,0,2,4,12,-12
Scoot Henderson,Trail Blazers,"DEC 21, 2023",POR vs. WAS,L,26,0,5,0.0%,0,0,0.0%,4,4,100.0%,0,4,4,2,0,0,1,3,4,7
Scoot Henderson,Trail Blazers,"DEC 19, 2023",POR vs. PHX,W,30,3,9,33.3%,0,2,0.0%,3,3,100.0%,1,3,4,5,0,0,5,4,9,-5
Scoot Henderson,Trail Blazers,"DEC 17, 2023",POR vs. GSW,L,22,4,9,44.4%,1,4,25.0%,5,5,100.0%,0,1,1,2,1,0,1,2,14,0
Scoot Henderson,Trail Blazers,"DEC 16, 2023",POR vs. DAL,L,24,5,10,50.0%,1,1,100.0%,2,2,100.0%,0,3,3,2,0,1,3,3,13,-8
Scoot Henderson,Trail Blazers,"DEC 14, 2023",POR vs. UTA,L,35,9,21,42.9%,2,7,28.6%,3,3,100.0%,0,2,2,10,1,0,4,1,23,0
Scoot Henderson,Trail Blazers,"DEC 11, 2023",POR @ LAC,L,30,8,16,50.0%,3,4,75.0%,0,0,0.0%,1,3,4,6,0,2,3,5,19,11
Scoot Henderson,Trail Blazers,"DEC 08, 2023",POR vs. DAL,L,30,4,17,23.5%,0,6,0.0%,2,3,66.7%,1,2,3,3,0,0,4,4,10,-19
Scoot Henderson,Trail Blazers,"DEC 06, 2023",POR @ GSW,L,26,4,9,44.4%,0,3,0.0%,1,2,50.0%,2,0,2,4,1,0,1,5,9,-15
Scoot Henderson,Trail Blazers,"DEC 02, 2023",POR @ UTA,L,21,6,15,40.0%,2,5,40.0%,3,4,75.0%,2,3,5,3,1,0,2,5,17,-5
Scoot Henderson,Trail Blazers,"NOV 30, 2023",POR @ CLE,W,22,1,8,12.5%,0,5,0.0%,0,0,0.0%,0,1,1,7,0,0,3,2,2,12
Scoot Henderson,Trail Blazers,"NOV 27, 2023",POR @ IND,W,22,4,10,40.0%,2,3,66.7%,3,6,50.0%,1,2,3,1,1,0,4,5,13,10
Scoot Henderson,Trail Blazers,"NOV 26, 2023",POR @ MIL,L,27,5,10,50.0%,3,4,75.0%,0,0,0.0%,1,3,4,1,0,0,2,5,13,2
Scoot Henderson,Trail Blazers,"NOV 22, 2023",POR vs. UTA,W,17,1,7,14.3%,0,3,0.0%,1,2,50.0%,1,2,3,7,0,0,3,4,3,15
Scoot Henderson,Trail Blazers,"NOV 01, 2023",POR @ DET,W,20,4,10,40.0%,1,3,33.3%,2,2,100.0%,0,0,0,7,0,0,3,2,11,-11
Scoot Henderson,Trail Blazers,"OCT 30, 2023",POR @ TOR,W,34,4,12,33.3%,0,6,0.0%,3,4,75.0%,0,4,4,7,2,0,4,6,11,1
Scoot Henderson,Trail Blazers,"OCT 29, 2023",POR @ PHI,L,27,2,7,28.6%,0,4,0.0%,0,0,0.0%,0,1,1,3,0,1,4,5,4,-17
Scoot Henderson,Trail Blazers,"OCT 27, 2023",POR vs. ORL,L,25,3,12,25.0%,1,5,20.0%,0,0,0.0%,2,1,3,2,1,0,5,5,7,-3
Scoot Henderson,Trail Blazers,"OCT 25, 2023",POR @ LAC,L,36,5,11,45.5%,0,3,0.0%,1,1,100.0%,1,2,3,4,0,0,4,2,11,-16
Scoot Henderson - Average,Average,,,,27.7,4.5,12.3,34.9%,1.1,3.9,29.5%,2.1,2.7,61.1%,0.9,2.0,2.9,4.9,0.6,0.3,3.3,3.7,12.2,-3.6
Taylor Hendricks,Jazz,"DEC 26, 2023",UTA @ SAS,W,2,0,3,0.0%,0,2,0.0%,0,0,0.0%,0,1,1,0,0,0,1,0,0,-7
Taylor Hendricks,Jazz,"DEC 21, 2023",UTA @ DET,W,16,3,5,60.0%,1,2,50.0%,0,0,0.0%,3,1,4,0,0,1,0,0,7,7
Taylor Hendricks,Jazz,"DEC 18, 2023",UTA vs. BKN,W,7,0,1,0.0%,0,1,0.0%,0,0,0.0%,0,2,2,1,0,0,1,1,0,-8
Taylor Hendricks,Jazz,"DEC 16, 2023",UTA @ SAC,L,21,3,8,37.5%,2,5,40.0%,4,5,80.0%,1,2,3,1,1,0,0,0,12,8
Taylor Hendricks,Jazz,"DEC 14, 2023",UTA @ POR,W,25,4,9,44.4%,2,5,40.0%,0,0,0.0%,3,4,7,0,1,0,2,1,10,-21
Taylor Hendricks,Jazz,"DEC 13, 2023",UTA vs. NYK,W,20,2,7,28.6%,1,3,33.3%,0,0,0.0%,2,2,4,1,2,1,1,3,5,25
Taylor Hendricks,Jazz,"DEC 11, 2023",UTA @ OKC,L,26,3,6,50.0%,1,4,25.0%,1,1,100.0%,0,2,2,2,1,1,0,2,8,5
Taylor Hendricks,Jazz,"DEC 08, 2023",UTA vs. LAC,L,12,0,3,0.0%,0,2,0.0%,0,0,0.0%,0,0,0,0,1,0,1,0,0,4
Taylor Hendricks,Jazz,"DEC 06, 2023",UTA @ DAL,L,25,4,6,66.7%,2,4,50.0%,0,0,0.0%,1,1,2,0,2,1,2,3,10,-10
Taylor Hendricks,Jazz,"DEC 02, 2023",UTA vs. POR,W,18,2,7,28.6%,1,4,25.0%,0,0,0.0%,1,1,2,0,0,2,0,1,5,1
Taylor Hendricks,Jazz,"OCT 25, 2023",UTA vs. SAC,L,2,0,0,0.0%,0,0,0.0%,1,2,50.0%,0,1,1,0,0,0,0,0,1,2
Taylor Hendricks - Average,Average,,,,15.8,1.9,5.0,28.7%,0.9,2.9,23.9%,0.5,0.7,20.9%,1.0,1.5,2.5,0.5,0.7,0.5,0.7,1.0,5.3,0.5
Tyler Herro,Heat,"JAN 03, 2024",MIA @ LAL,W,28,7,19,36.8%,4,8,50.0%,3,3,100.0%,0,6,6,4,3,0,2,3,21,5
Tyler Herro,Heat,"JAN 01, 2024",MIA @ LAC,L,35,4,13,30.8%,4,8,50.0%,0,0,0.0%,0,6,6,6,2,0,3,1,12,-29
Tyler Herro,Heat,"DEC 30, 2023",MIA @ UTA,L,39,9,22,40.9%,2,7,28.6%,5,5,100.0%,2,4,6,6,1,1,1,2,25,-1
Tyler Herro,Heat,"DEC 28, 2023",MIA @ GSW,W,31,10,18,55.6%,3,7,42.9%,3,4,75.0%,0,7,7,2,1,0,2,0,26,11
